COD_LOCAL;CodMaterial;DESCRIPCION;Instock;CodInterno
U953;899948;O 8X6X40 CREMA CEBOL;0;53558
U953;899949;O 4X5X40 SURTIDAS   ;0;53588
U953;568200;QUA 4(25X6) NARANJA;1;58611
U953;568202;QUA 4(25X6) UVA BLAN;1;58613
U953;685550;AC 4(25X7) LIMONADA ;1;58632
U953;685551;AC 4(25X7) LIMONADA ;1;58633
U953;685552;AC 4(25X7) LIMONADA ;1;58634
U953;401709001;N ANTIOX 4(25X7) MAN;1;58643
U953;401709002;N ANTIOX 4(25X7) PIÑ;1;58645
U953;401709005;N ANTIOX 4(25X7) FRA;1;58653
U953;795025;AC 4(25X7) HUESILLO;1;58660
U953;401724001;N 4(25X8) NARANJA;1;58661
U953;401724010;N 4(25X7) DURAZNO;1;58664
U953;401724011;N 4(25X7) PIÑA;1;58665
U953;506348;AC 4(25X7) POMELO RO;1;58667
U953;401724014;N 4(25X7) FRUTILLA;1;58668
U953;401724015;N 4(25X7) PERA AGUA;1;58669
U953;401724017;N 4(25X7) MANGO;1;58671
U953;401724007;N 4(25X7) BERRIES;1;58673
U953;401724006;N 4(25X7) MELON TUNA;1;58674
U953;401724002;N 4(25X7) PAPAYA;1;58679
U953;685553;AC 4(25X7) TE NEGRO ;1;58680
U953;690643;AC 4(25X7) TE DURAZN;1;58681
U953;401710001;AC 4(25X7) TE V LIMO;1;58682
U953;593562002;AC 4(25X7) MARACUYA;1;58688
U953;795026;N BLENDS PISCO SOUR ;1;58721
U953;795027;N BLENDS MOJITO 4x25;1;58723
U953;795028;N BLENDS CAIPIRINHA ;1;58724
U953;795029;N BLENDS PIÑA COLADA;1;58725
U953;795030;CER PIÑA/COCO 10x10;1;58745
U953;795031; MANZ/UVA BCA 10x10;1;58746
U953;795033;ECER NAR/FRUTIL 10x1;1;58748
U953;401634001;N NECT TET 10X1000 N;1;54416
U953;401634005;N NECT TET 10X1000 D;1;54417
U953;401634004;N NECT TET 10X1000 M;1;54418
U953;401634002;N NECT TET 10X1000 A;1;54420
U953;402622001;N NECT TET 4X6X200 N;1;54431
U953;402622002;N NECT TET 4X6X200 D;1;54432
U953;402622003;N NECT TET 4X6X200 M;0;54433
U953;646726;N NECT TET 4X6X200 P;1;54434
U953;840022;N NECTAR TET 4(6X200;0;54435
U953;401707001;N NECT PET 6X1500 NA;1;54461
U953;401707005;N NECT PET 6X1500 DU;1;54462
U953;401707004;N NECT PET 6X1500 MA;1;54463
U953;401707003;N NECT PET 6X1500 UV;1;54464
U953;401707002;N NECT PET 6X1500 AR;1;54465
U953;840023;N NECTAR PET 6X1500 ;1;54467
U953;840024;N NECTAR PET 6X1500 ;1;54468
U953;10528;RREY 24X170 GRS.;1;50041
U953;10527;RREY 24X100 GRS.;1;50042
U953;10526;RREY 48X50 GRS.;1;50043
U953;681943;CLA 24X100 DOYPACK;1;50117
U953;872417;MONTERREY C/LECHE 24;1;50340
U953;401712001;IGHT NARANJA 10X1000;1;54081
U953;401712004;IGHT DURAZNO 10X1000;1;54082
U953;401712003;IGHT PIÑA 10X1000;1;54084
U953;402621001;IGHT TETRA 24X200 NA;0;54361
U953;402621003;ET LIGHT PIÑA 24X200;1;54362
U953;402621002;ET LIGHT DURAZNO 24X;1;54363
U953;401713001;ET 10X1000 NARANJA;1;54381
U953;401713002;ET 10X1000 PIÑA;1;54382
U953;401713003;ET 10X1000 DURAZNO;1;54383
U953;401713004;ET 10X1000 DAMASCO;1;54384
U953;401713005;ET 10X1000 MANZANA;1;54385
U953;401713006;ET 10X1000 MANGO;1;54386
U953;401713007;ET 10X1000 MULTIFRUT;1;54387
U953;401713008;ET 10X1000 FRUTILLA;1;54388
U953;402619001;A 6X1500 NARANJA;0;54521
U953;402619008;A 6X1500 PIÑA;1;54522
U953;402619007;A 6X1500 DURAZNO;1;54523
U953;402619006;A 6X1500 DAMASCO;1;54524
U953;402619005;A 6X1500 MANGO;1;54526
U953;402619004;A 6X1500 MULTIFRUTA;1;54527
U953;402625007;ARANJA  4X6X200;1;57521
U953;402625001;IÑA     4X6X200;1;57522
U953;402625006;URAZNO  4X6X200;1;57523
U953;402625005;AMASCO  4X6X200;1;57524
U953;402625004;ANZANA  4X6X200;1;57525
U953;127960;ULTIFRU 4X6X200;1;57527
U953;706576;LIVEAN 20X20 CHOCOLA;1;56251
U953;706577;LIVEAN 20X20 VAINILL;1;56252
U953;706579;LIVEAN 20X20 BERRIES;1;56254
U953;883075;LIVEAN 20X20 Maracuy;1;56255
U953;883076;LIVEAN 20X20 CARAMEL;1;56256
U953;185021;IVEAN 20X22 NARANJA;1;56711
U953;185022;IVEAN 20X22 PIÑA;1;56712
U953;185017;IVEAN 20X22 DURAZNO;1;56713
U953;184702;IVEAN 20X22 BERRIES;1;56715
U953;185020;IVEAN 20X22 MANZANA ;1;56716
U953;185019;IVEAN 20X22 MANDARIN;1;56717
U953;401715001;CHOCO EST 60X50;1;56231
U953;401715003;MANJA EST 60X50;1;56233
U953;7297;F 24X300;1;53014
U953;7117; RAFF BOLSA  12X900;1;53021
U953;580032003;CHOC POT 24X400;1;53043
U953;401720003;FRUT BSA 24X400;1;53047
U953;401720001;CHOC BSA 24X400;1;53048
U953;144324;VAINILLA 24X200;1;53061
U953;144323;FRUTILLA 24X200;1;53062
U953;144322;CHOCOLAT 24X200;1;53063
U953;53863; RAFF CAN 24X400;1;53071
U953;571238;PROC 25 PORC MENOS A;1;53083
U953;213171; DOYPACK 24X100;1;50532
U953;401727004;LIGHT 80X20 NARANJA;1;57121
U953;401727005;LIGHT 80X20 PIÑA;1;57122
U953;401727006;LIGHT 80X20 DURAZNO;1;57123
U953;401727008;LIGHT 80X20 MANGO;1;57125
U953;401727009;LIGHT 80X20 FRUTI LL;1;57127
U953;401727010;LIGHT 80X20 FRAMBUES;1;57128
U953;401725004;UKO NARAN 60X60;1;57407
U953;401725006;UKO BLUE    60X60;1;57409
U953;795020;KO LIGHT 4 NARANJA 4;1;57423
U953;795021;KO LIGHT 4 FRUTAS TR;1;57424
U953;795022;KO LIGHT 4 BLUE 4X 2;1;57425
U953;184997;ZERO 4(25X8) NARANJA;1;57461
U953;401708001;ZERO 4(25X7) PIÑA;1;57462
U953;401708002;ZERO 4(25X7) DURAZNO;1;57463
U953;401708005;ZERO 4(25X7) BERRIES;0;57466
U953;900816;NAC 6(28X35) NARANJA;1;57901
U953;900817;NAC 6(28X35) DURAZNO;1;57902
U953;900818;NAC 6(28X35) PIÑA;1;57903
U953;900819;NAC 6(28X35) MANZANA;1;57904
U953;900820;NAC 6(28X35) FRUTILL;1;57905
U953;900821;NAC 6(28X35) FRAMBUE;1;57906
U953;900822;NAC 6(28X35) DAMASCO;1;57907
U953;900823;NAC 6(28X35) PAPAYA;1;57908
U953;900824;NAC 6(28X35) MANGO;1;57909
U953;900825;NAC 6(28X35) NARANJA;1;57910
U953;900826;NAC 6(28X35) MELON T;1;57911
U953;900827;NAC 6(28X35) HUESILL;1;57912
U953;900828;NAC 6(28X35) KIWI;1;57913
U953;900829;NAC 6(28X35) ARANDAN;1;57914
U953;900831;NAC 6(28X35) LIMON D;1;57916
U953;900832;NUTRITION 6(28X35) N;0;57918
U953;900833;NAC TUTIFRUTI 6(28X3;1;57920
U953;900834;NAC TUTIFRUTI 6(28X3;1;57921
U953;900835;NAC TUTIFRUTI 6(28X3;1;57922
U953;900836;TEAFRUT 6(28X35) TE ;1;57923
U953;900837;TEAFRUT 6(28X35) TE ;1;57924
U953;6527; 3 SPAGHETTINI 400 G;1;26
U953;6532;ETTI TALLARIN 78 400;1;129
U953;6531;ETTI SPAGHETTI  5  4;1;230
U953;185007;ETTI SPAGHETTI  5 TR;1;235
U953;6530;ETTI CABELLO ANGEL 1;0;240
U953;6526;ETTI  TALLARIN 77  4;1;533
U953;6515;ETTI LASAÑA PREC 200;1;1203
U953;231748;ETTI PACK 3 SPAG 5 +;1;5067
U953;6516;ETTI CORBATAS 88  40;0;11488
U953;189988;ETTI  PEPITAS 27  25;0;18227
U953;189986;ETTI  CARACOLITOS 35;1;18235
U953;6542;ETTI  MARIPOSA 81  2;1;18281
U953;210336;ETTI  QUIFAROS 33  4;1;18433
U953;6521;ETTI  CARACOLES 36  ;1;18436
U953;6514;ETTI  MOSTACHOLI 42 ;0;18443
U953;6518;ETTI  CANUTO 47  400;0;18447
U953;185006;ETTI  RIGATTI TR3S 4;1;18449
U953;6528;ETTI CABELLITOS 51  ;1;18451
U953;6519;ETTI  ESPIRALES 56  ;1;18456
U953;185005;ETTI  ESPIRALES 56 T;1;18457
U953;6517;ETTI  CORBATITAS 83 ;1;18484
U953;579374;ETTI GNOCHETTI 400 G;1;22038
U953;756360;LLINI TOMATE MOZZARE;1;22066
U953;756361;LLINI VERDURAS LUCCH;0;22067
U953;576919;ETTI P.PRONTA MACARO;1;22070
U953;576922;ETTI P.PRONTA CARACO;1;22073
U953;192562;ETTI CORBATAS 88 TR3;1;22159
U953;606698;ETTI LASAÑA PREC 360;0;22166
U953;551269;ETTI 5 SPAGHETTI INT;1;22198
U953;551270;ETTI FARFALLE INTEGR;1;22199
U953;911960;ETTI VIOLETA 28 320G;1;22228
U953;911961;ETTI MARGARITA 29 32;1;22229
U953;549001;IRAL 400G + 1 SALSA ;1;22276
U953;201379;3 SPG 400g LU + M.MI;1;22278
U953;139762;AS NTZZ 6(10X110) CA;1;25031
U953;139763;AS NTZZ 6(10X110) PA;1;25032
U953;761704;AS NTZZ 6(10X65) AJI;1;25036
U953;761705;AS NTZZ 6(10X128) PA;1;25037
U953;220613;ER 3(20X16) POLLO;0;25042
U953;220611;ER 3(20X16) CHOCLO;0;25043
U953;519862;IGERE 3(20X14) TOMAT;1;25052
U953;519863;IGERE 3(20X14) CHOCL;1;25053
U953;635311;IGERE 6(12X65) POSTA;1;25056
U953;635312;IGERE 6(12X65) POLLO;1;25057
U953;761707;PREM NTZZ 18X75 CHAM;1;25061
U953;761708;PREM NTZZ 18X75 POLL;0;25062
U953;761709;PREM NTZZ 18X75 ESPA;1;25063
U953;761710;PREM NTZZ 18X90 CHOC;0;25064
U953;761711;PREM NTZZ 18X90 ZAPA;1;25065
U953;761712;PREM NTZZ 18X95 TOMA;1;25066
U953;519867;IGERE 6(12X65) CHOCL;1;25073
U953;761714;PER PREM NTZZ 3(20X1;1;25082
U953;128222; NTZZ 18X74 CHAMPIÑO;1;25371
U953;128223; NTZZ 18X72 POLLO;1;25372
U953;128226; NTZZ 18X82 TOMATE;1;25373
U953;128227; NTZZ 18X76 ESPARRAG;1;25374
U953;128228; NTZZ 18X80 CHOCLO;1;25375
U953;128229;NTZZ 18X70 POLLO/FID;1;25381
U953;128230;NTZZ 18X80 POSTA/CAB;1;25382
U953;128239;NTZZ 18X70 CARNE/ANI;1;25383
U953;128218;NTZZ 18X70 CARACOLIT;1;25384
U953;128219;NTZZ 18X70 CARNE/VER;1;25385
U953;128221;NTZZ 18X73 POLLO/SEM;1;25386
U953;128237;NTZZ 18X70 POLLO/ARR;1;25387
U953;192302;NTZZ 18X60 COSTILLA/;1;25388
U953;402121001;REN NTZZ CARNE 6(30X;1;25784
U953;212176;REN NTZZ CARNE 6(20X;1;25785
U953;761715;REN NTZZ CARNE 30(48;1;25786
U953;402122001;REN NTZZ GALLI 6(30X;1;25787
U953;212178;REN NTZZ GALLI 6(20X;1;25788
U953;402122003;REN NTZZ COSTI 6(30X;1;25790
U953;402122002;REN NTZZ VERDU 6(30X;1;25791
U953;132462;UC-T DOY 24X200 ITAL;1;3705
U953;210186;UC-T DOY 24X200 NATU;1;3707
U953;402124001;UC-I POU 24X200 NAPO;1;3801
U953;402124004;UC-I POU 24X200 BOLO;1;3802
U953;402124003;UC-I POU 24X200 PIAM;1;3803
U953;402124002;UC-I POU 24X200 MEDI;1;3804
U953;713068; M.MIA RT.TARRO 48X2;1;22416
U953;713069; M.MIA RT.TARRO 48X2;1;22417
U953;561345; LUCC ITALIANA 6(6*2;1;22446
U953;189981;AL-P TAR 24X285 CARN;1;4650
U953;189982;AL-P TAR 24X285 CHAM;1;4651
U953;189983;AL-P TAR 24X285 OLIV;1;4652
U953;633015; ITALIANA  TALLIANI ;1;22511
U953;633016; ITALIANA TALLIANI 2;1;22512
U953;6535;A 250 G LUCCHETTI;1;541
U953;6537;A 500 G  FARDO LUCCH;1;2563
U953;6486;ANI SPAGHETTI 5  400;1;331
U953;6487;ANI  TALLARIN 77  40;1;332
U953;6491;ANI TALLARIN 78  400;1;333
U953;139770;ANI CARACOL 3 SAB 36;1;12437
U953;6489;ANI  CARACOL 36  400;1;12438
U953;185011;ANI FARFALLE 3 SAB 8;0;12487
U953;6495;ANI  FARFALLE 89  40;1;12488
U953;6497;ANI NIDO FETTUCCINI ;1;12490
U953;185013;ANI NIDO FETTUCCINI ;1;12493
U953;185012;ANI NIDOS CAPELLINI ;1;12494
U953;133994;ANI  RIGATI 46 3 SAB;1;19446
U953;6488;ANI  RIGATI 48  400 ;1;19448
U953;6492;ANI CABELLITOS 51  4;1;19451
U953;6490;ANI SPIRALI 56  400 ;1;19456
U953;6496;ANI CORBATITAS 83  4;1;19483
U953;185009;ANI MACCHERONI 400 G;1;22014
U953;669435;ANI AL BRONCE FARFAL;1;22021
U953;669437;ANI AL BRONCE TALLAR;1;22023
U953;669439;ANI AL BRONCE ESPIRA;1;22025
U953;669440;ANI AL BRONCE GNOCCH;1;22026
U953;669441;ANI AL BRONCE TORCHI;1;22027
U953;212985;E MARAVILLA MIRAFLOR;1;959
U953;4914;E MIRAFLORES MARAVIL;1;24175
U953;189591;E MIRAFLORES VEGETAL;1;24176
U953;804656;ANIOLIVA TRADICIONAL;1;24220
U953;804657;ANI OLIVA TRADICIONA;1;24221
U953;804658;ANI OLIVA TRADICIONA;1;24224
U954;138751; 3/4 CREM 48X60;1;56301
U954;138754; 3/4 CHOC 48X70;1;56304
U954;9693;ANT 1/2   48X60;1;56311
U954;8115;ANT LIGHT 48X42;1;56312
U954;60385;STELERA   48X76;1;56321
U954;10525;24X170 GRS.;1;50061
U954;10503;24X100 GRS;1;50062
U954;192563;48X50 GRS.;1;50063
U954;10529;DESC. 24X170 GRS.;1;50081
U954;10530;DESC. 24X100 GRS.;1;50082
U954;210094;DESC. 48X50 GRS.;1;50083
U954;341325;ARABIGO 24X170;1;50191
U954;705850;LIOFILIZADO 12X100;1;50252
U954;751557;TENTACIONES 24(8X19);1;50354
U954;751554;TENTACIONES 24(8X19);1;50355
U954;751558;TENTACIONES 24(8X22);1;50356
U954;751555;TENTACIONES 24(8X19);1;50357
U954;751552;TENTA DESCA 24(8x19);1;50363
U954;751553;TENTA LIGHT 24(8x15);1;50364
U954;872418;TENTA LIGHT 24(8X15);1;50365
U954;872419;TENTA DESC 24(8X20) ;1;50366
U954;872420;ORIGENES 12X250 COLO;0;50561
U954;872421;ORIGENES 12X250 ETIO;1;50562
U954;872422;ORIGENES 12X250 COST;1;50563
U954;879200;Y HILL 4(20X35) NARA;1;59311
U954;879201;Y HILL 4(20X35) DURA;1;59312
U954;879202;Y HILL 4(20X35) PIÑA;1;59313
U954;879203;Y HILL 4(20X35) FRUT;1;59314
U954;879204;Y HILL 4(20X35) MANZ;1;59316
U954;193366;O 8X320 ORIGINAL;1;53401
U954;193367;O 8X320 QUESO;1;53402
U954;193368;O 8X320 CR.CEBOLLA;1;53403
U954;193369;O PIZZA 8x320;1;53404
U954;193370;O 8X320 JAMON;1;53405
U954;848746;O AIR CRUNCH 14X140 ;1;53451
U954;848747;O AIR CRUNCH 14X140 ;1;53452
U954;184582;O 24X80 ORIGINAL;1;53536
U954;184590;O 24X80 QUESO;1;53537
U954;184575;O 24X80 CEBOLLA;0;53538
U954;184586;O 24X80 PIZZA O KETC;1;53539
U954;184578;O 24X80 JAMON;1;53540
U954;899945;O AIR CRUNCH 8(6X35);0;53543
U954;899946;O 8X6X40 ORIGINAL   ;0;53556
U954;899947;O 8X6X40 QUESO   dia;0;53557
U954;899948;O 8X6X40 CREMA CEBOL;0;53558
U954;899949;O 4X5X40 SURTIDAS   ;1;53588
U954;568200;QUA 4(25X6) NARANJA;1;58611
U954;568202;QUA 4(25X6) UVA BLAN;1;58613
U954;685550;AC 4(25X7) LIMONADA ;1;58632
U954;685551;AC 4(25X7) LIMONADA ;1;58633
U954;685552;AC 4(25X7) LIMONADA ;1;58634
U954;401709001;N ANTIOX 4(25X7) MAN;1;58643
U954;401709002;N ANTIOX 4(25X7) PIÑ;1;58645
U954;401709005;N ANTIOX 4(25X7) FRA;1;58653
U954;795025;AC 4(25X7) HUESILLO;1;58660
U954;401724001;N 4(25X8) NARANJA;1;58661
U954;401724010;N 4(25X7) DURAZNO;1;58664
U954;401724011;N 4(25X7) PIÑA;1;58665
U954;506348;AC 4(25X7) POMELO RO;1;58667
U954;401724014;N 4(25X7) FRUTILLA;1;58668
U954;401724015;N 4(25X7) PERA AGUA;1;58669
U954;401724017;N 4(25X7) MANGO;1;58671
U954;401724007;N 4(25X7) BERRIES;1;58673
U954;401724006;N 4(25X7) MELON TUNA;1;58674
U954;401724002;N 4(25X7) PAPAYA;1;58679
U954;685553;AC 4(25X7) TE NEGRO ;1;58680
U954;690643;AC 4(25X7) TE DURAZN;1;58681
U954;401710001;AC 4(25X7) TE V LIMO;1;58682
U954;593562002;AC 4(25X7) MARACUYA;1;58688
U954;795026;N BLENDS PISCO SOUR ;1;58721
U954;795027;N BLENDS MOJITO 4x25;1;58723
U954;795028;N BLENDS CAIPIRINHA ;1;58724
U954;795029;N BLENDS PIÑA COLADA;1;58725
U954;795030;CER PIÑA/COCO 10x10;1;58745
U954;795031; MANZ/UVA BCA 10x10;1;58746
U954;795033;ECER NAR/FRUTIL 10x1;1;58748
U954;401634001;N NECT TET 10X1000 N;1;54416
U954;401634005;N NECT TET 10X1000 D;0;54417
U954;401634004;N NECT TET 10X1000 M;0;54418
U954;401634002;N NECT TET 10X1000 A;1;54420
U954;402622001;N NECT TET 4X6X200 N;1;54431
U954;402622002;N NECT TET 4X6X200 D;1;54432
U954;402622003;N NECT TET 4X6X200 M;1;54433
U954;646726;N NECT TET 4X6X200 P;0;54434
U954;840022;N NECTAR TET 4(6X200;1;54435
U954;401707001;N NECT PET 6X1500 NA;1;54461
U954;401707005;N NECT PET 6X1500 DU;1;54462
U954;401707004;N NECT PET 6X1500 MA;1;54463
U954;401707003;N NECT PET 6X1500 UV;1;54464
U954;401707002;N NECT PET 6X1500 AR;1;54465
U954;840023;N NECTAR PET 6X1500 ;1;54467
U954;840024;N NECTAR PET 6X1500 ;1;54468
U954;10528;RREY 24X170 GRS.;1;50041
U954;10527;RREY 24X100 GRS.;1;50042
U954;10526;RREY 48X50 GRS.;1;50043
U954;681943;CLA 24X100 DOYPACK;1;50117
U954;872417;MONTERREY C/LECHE 24;1;50340
U954;401712001;IGHT NARANJA 10X1000;1;54081
U954;401712004;IGHT DURAZNO 10X1000;1;54082
U954;401712003;IGHT PIÑA 10X1000;1;54084
U954;402621001;IGHT TETRA 24X200 NA;1;54361
U954;402621003;ET LIGHT PIÑA 24X200;1;54362
U954;402621002;ET LIGHT DURAZNO 24X;1;54363
U954;401713001;ET 10X1000 NARANJA;1;54381
U954;401713002;ET 10X1000 PIÑA;0;54382
U954;401713003;ET 10X1000 DURAZNO;1;54383
U954;401713004;ET 10X1000 DAMASCO;1;54384
U954;401713005;ET 10X1000 MANZANA;1;54385
U954;401713006;ET 10X1000 MANGO;0;54386
U954;401713007;ET 10X1000 MULTIFRUT;1;54387
U954;401713008;ET 10X1000 FRUTILLA;1;54388
U954;402619001;A 6X1500 NARANJA;1;54521
U954;402619008;A 6X1500 PIÑA;1;54522
U954;402619007;A 6X1500 DURAZNO;1;54523
U954;402619006;A 6X1500 DAMASCO;1;54524
U954;402619005;A 6X1500 MANGO;1;54526
U954;402619004;A 6X1500 MULTIFRUTA;0;54527
U954;402625007;ARANJA  4X6X200;1;57521
U954;402625001;IÑA     4X6X200;1;57522
U954;402625006;URAZNO  4X6X200;1;57523
U954;402625005;AMASCO  4X6X200;1;57524
U954;402625004;ANZANA  4X6X200;1;57525
U954;127960;ULTIFRU 4X6X200;1;57527
U954;706576;LIVEAN 20X20 CHOCOLA;1;56251
U954;706577;LIVEAN 20X20 VAINILL;1;56252
U954;706579;LIVEAN 20X20 BERRIES;1;56254
U954;883075;LIVEAN 20X20 Maracuy;1;56255
U954;883076;LIVEAN 20X20 CARAMEL;1;56256
U954;185021;IVEAN 20X22 NARANJA;1;56711
U954;185022;IVEAN 20X22 PIÑA;1;56712
U954;185017;IVEAN 20X22 DURAZNO;1;56713
U954;184702;IVEAN 20X22 BERRIES;1;56715
U954;185019;IVEAN 20X22 MANDARIN;1;56717
U954;401715001;CHOCO EST 60X50;1;56231
U954;401715003;MANJA EST 60X50;1;56233
U954;7297;F 24X300;1;53014
U954;31926;F 14X500;1;53018
U954;580032003;CHOC POT 24X400;1;53043
U954;401720003;FRUT BSA 24X400;1;53047
U954;401720001;CHOC BSA 24X400;1;53048
U954;144324;VAINILLA 24X200;1;53061
U954;144323;FRUTILLA 24X200;1;53062
U954;144322;CHOCOLAT 24X200;1;53063
U954;571238;PROC 25 PORC MENOS A;1;53083
U954;213171; DOYPACK 24X100;1;50532
U954;10539; CAN 24X170;1;50541
U954;401727004;LIGHT 80X20 NARANJA;1;57121
U954;401727005;LIGHT 80X20 PIÑA;1;57122
U954;401727006;LIGHT 80X20 DURAZNO;1;57123
U954;401727008;LIGHT 80X20 MANGO;1;57125
U954;401727009;LIGHT 80X20 FRUTI LL;1;57127
U954;401725003;UKO FRUT 60X60;1;57404
U954;401725004;UKO NARAN 60X60;0;57407
U954;401725006;UKO BLUE    60X60;1;57409
U954;795020;KO LIGHT 4 NARANJA 4;1;57423
U954;795021;KO LIGHT 4 FRUTAS TR;1;57424
U954;795022;KO LIGHT 4 BLUE 4X 2;1;57425
U954;184997;ZERO 4(25X8) NARANJA;1;57461
U954;401708001;ZERO 4(25X7) PIÑA;1;57462
U954;401708002;ZERO 4(25X7) DURAZNO;1;57463
U954;401708005;ZERO 4(25X7) BERRIES;1;57466
U954;900816;NAC 6(28X35) NARANJA;1;57901
U954;900817;NAC 6(28X35) DURAZNO;1;57902
U954;900818;NAC 6(28X35) PIÑA;1;57903
U954;900819;NAC 6(28X35) MANZANA;1;57904
U954;900820;NAC 6(28X35) FRUTILL;1;57905
U954;900821;NAC 6(28X35) FRAMBUE;1;57906
U954;900822;NAC 6(28X35) DAMASCO;1;57907
U954;900823;NAC 6(28X35) PAPAYA;1;57908
U954;900824;NAC 6(28X35) MANGO;1;57909
U954;900825;NAC 6(28X35) NARANJA;1;57910
U954;900826;NAC 6(28X35) MELON T;1;57911
U954;900827;NAC 6(28X35) HUESILL;1;57912
U954;900828;NAC 6(28X35) KIWI;1;57913
U954;900829;NAC 6(28X35) ARANDAN;1;57914
U954;900831;NAC 6(28X35) LIMON D;1;57916
U954;900832;NUTRITION 6(28X35) N;1;57918
U954;900833;NAC TUTIFRUTI 6(28X3;1;57920
U954;900834;NAC TUTIFRUTI 6(28X3;1;57921
U954;900835;NAC TUTIFRUTI 6(28X3;1;57922
U954;900836;TEAFRUT 6(28X35) TE ;1;57923
U954;900837;TEAFRUT 6(28X35) TE ;1;57924
U954;6527; 3 SPAGHETTINI 400 G;1;26
U954;6532;ETTI TALLARIN 78 400;1;129
U954;6531;ETTI SPAGHETTI  5  4;1;230
U954;185007;ETTI SPAGHETTI  5 TR;1;235
U954;6530;ETTI CABELLO ANGEL 1;1;240
U954;6526;ETTI  TALLARIN 77  4;1;533
U954;6515;ETTI LASAÑA PREC 200;1;1203
U954;231748;ETTI PACK 3 SPAG 5 +;1;5067
U954;6516;ETTI CORBATAS 88  40;1;11488
U954;189988;ETTI  PEPITAS 27  25;1;18227
U954;189986;ETTI  CARACOLITOS 35;1;18235
U954;6542;ETTI  MARIPOSA 81  2;1;18281
U954;210336;ETTI  QUIFAROS 33  4;1;18433
U954;6521;ETTI  CARACOLES 36  ;1;18436
U954;6514;ETTI  MOSTACHOLI 42 ;1;18443
U954;6518;ETTI  CANUTO 47  400;1;18447
U954;185006;ETTI  RIGATTI TR3S 4;1;18449
U954;6528;ETTI CABELLITOS 51  ;1;18451
U954;6519;ETTI  ESPIRALES 56  ;1;18456
U954;185005;ETTI  ESPIRALES 56 T;1;18457
U954;6517;ETTI  CORBATITAS 83 ;1;18484
U954;579374;ETTI GNOCHETTI 400 G;1;22038
U954;756360;LLINI TOMATE MOZZARE;1;22066
U954;756361;LLINI VERDURAS LUCCH;1;22067
U954;576919;ETTI P.PRONTA MACARO;1;22070
U954;576922;ETTI P.PRONTA CARACO;1;22073
U954;192562;ETTI CORBATAS 88 TR3;1;22159
U954;606698;ETTI LASAÑA PREC 360;1;22166
U954;551269;ETTI 5 SPAGHETTI INT;1;22198
U954;551270;ETTI FARFALLE INTEGR;1;22199
U954;911960;ETTI VIOLETA 28 320G;0;22228
U954;911961;ETTI MARGARITA 29 32;0;22229
U954;549001;IRAL 400G + 1 SALSA ;1;22276
U954;201379;3 SPG 400g LU + M.MI;1;22278
U954;139762;AS NTZZ 6(10X110) CA;1;25031
U954;139763;AS NTZZ 6(10X110) PA;1;25032
U954;139764;AS NTZZ 6(10X110) PO;1;25033
U954;761704;AS NTZZ 6(10X65) AJI;1;25036
U954;761705;AS NTZZ 6(10X128) PA;1;25037
U954;220613;ER 3(20X16) POLLO;1;25042
U954;220611;ER 3(20X16) CHOCLO;0;25043
U954;519862;IGERE 3(20X14) TOMAT;1;25052
U954;519863;IGERE 3(20X14) CHOCL;1;25053
U954;635311;IGERE 6(12X65) POSTA;1;25056
U954;761707;PREM NTZZ 18X75 CHAM;1;25061
U954;761708;PREM NTZZ 18X75 POLL;1;25062
U954;761709;PREM NTZZ 18X75 ESPA;1;25063
U954;761710;PREM NTZZ 18X90 CHOC;1;25064
U954;761711;PREM NTZZ 18X90 ZAPA;1;25065
U954;761712;PREM NTZZ 18X95 TOMA;1;25066
U954;519867;IGERE 6(12X65) CHOCL;1;25073
U954;761714;PER PREM NTZZ 3(20X1;1;25082
U954;128222; NTZZ 18X74 CHAMPIÑO;1;25371
U954;128223; NTZZ 18X72 POLLO;1;25372
U954;128226; NTZZ 18X82 TOMATE;1;25373
U954;128227; NTZZ 18X76 ESPARRAG;1;25374
U954;128228; NTZZ 18X80 CHOCLO;1;25375
U954;128229;NTZZ 18X70 POLLO/FID;1;25381
U954;128230;NTZZ 18X80 POSTA/CAB;1;25382
U954;128239;NTZZ 18X70 CARNE/ANI;1;25383
U954;128218;NTZZ 18X70 CARACOLIT;1;25384
U954;128219;NTZZ 18X70 CARNE/VER;1;25385
U954;128221;NTZZ 18X73 POLLO/SEM;1;25386
U954;128237;NTZZ 18X70 POLLO/ARR;1;25387
U954;192302;NTZZ 18X60 COSTILLA/;1;25388
U954;402121001;REN NTZZ CARNE 6(30X;1;25784
U954;212176;REN NTZZ CARNE 6(20X;1;25785
U954;761715;REN NTZZ CARNE 30(48;1;25786
U954;402122001;REN NTZZ GALLI 6(30X;1;25787
U954;212178;REN NTZZ GALLI 6(20X;1;25788
U954;402122003;REN NTZZ COSTI 6(30X;1;25790
U954;402122002;REN NTZZ VERDU 6(30X;1;25791
U954;132462;UC-T DOY 24X200 ITAL;1;3705
U954;210186;UC-T DOY 24X200 NATU;1;3707
U954;402124001;UC-I POU 24X200 NAPO;1;3801
U954;402124004;UC-I POU 24X200 BOLO;1;3802
U954;402124003;UC-I POU 24X200 PIAM;1;3803
U954;402124002;UC-I POU 24X200 MEDI;1;3804
U954;713068; M.MIA RT.TARRO 48X2;1;22416
U954;713069; M.MIA RT.TARRO 48X2;1;22417
